court_id,dep_id,court_name,department_name
15101500,1009,Sąd Okręgowy w Gdańsku,II Wydział Cywilny Rodzinny. Sekcja do Spraw Rodzinnych Odwoławczych
15101500,1503,Sąd Okręgowy w Gdańsku,III Wydział Cywilny Odwoławczy
15101500,2006,Sąd Okręgowy w Gdańsku,IV Wydział Karny
15101500,4527,Sąd Okręgowy w Gdańsku,IX Wydział Gospodarczy
15101500,2506,Sąd Okręgowy w Gdańsku,V Wydział Karny Odwoławczy
15101500,3039,Sąd Okręgowy w Gdańsku,VI Wydział Penitencjarny
15101500,3521,Sąd Okręgowy w Gdańsku,VII Wydział Pracy i Ubezpieczeń Społecznych
15101500,4021,Sąd Okręgowy w Gdańsku,VIII Wydział Pracy i Ubezpieczeń Społecznych
15101500,5057,Sąd Okręgowy w Gdańsku,X Wydział Wizytacyjny
15101500,5554,Sąd Okręgowy w Gdańsku,XI Wydział Wykonawczy
15101500,6027,Sąd Okręgowy w Gdańsku,XII Wydział Gospodarczy Odwoławczy
15101500,6506,Sąd Okręgowy w Gdańsku,XIII Wydział Karny Odwoławczy
15101500,7006,Sąd Okręgowy w Gdańsku,XIV Wydział Karny
15101500,7503,Sąd Okręgowy w Gdańsku,XV Wydział Cywilny
15101500,8003,Sąd Okręgowy w Gdańsku,XVI Wydział Cywilny Odwoławczy
15101500,8527,Sąd Okręgowy w Gdańsku,XVII Wydziału Własności Intelektualnej
15101540,503,Sąd Rejonowy w Starogardzie Gdańskim,I Wydział Cywilny
15101540,1006,Sąd Rejonowy w Starogardzie Gdańskim,II Wydział Karny
15101540,1512,Sąd Rejonowy w Starogardzie Gdańskim,III Wydział Rodzinny i Nieletnich
15101550,503,Sąd Rejonowy w Wejherowie,I Wydział Cywilny
15101550,1006,Sąd Rejonowy w Wejherowie,II Wydział Karny
15101550,1512,Sąd Rejonowy w Wejherowie,III Wydział Rodzinny i Nieletnich
15101550,4520006,Sąd Rejonowy w Wejherowie,IX Zamiejscowy Wydział Karny z siedzibą w Pucku
15101545,503,Sąd Rejonowy w Tczewie,I Wydział Cywilny
15101545,1006,Sąd Rejonowy w Tczewie,II Wydział Karny
15101545,1512,Sąd Rejonowy w Tczewie,III Wydział Rodzinny i Nieletnich
15101555,503,Sąd Rejonowy w Kościerzynie,I Wydział Cywilny
15101555,1006,Sąd Rejonowy w Kościerzynie,II Wydział Karny
15101555,1512,Sąd Rejonowy w Kościerzynie,III Wydział Rodzinny i Nieletnich
15101510,503,Sąd Rejonowy Gdańsk-Północ w Gdańsku,I Wydział Cywilny
15101510,1006,Sąd Rejonowy Gdańsk-Północ w Gdańsku,II Wydział Karny
15101510,2027,Sąd Rejonowy Gdańsk-Północ w Gdańsku,IV Wydział Gospodarczy
15101510,603,Sąd Rejonowy Gdańsk-Północ w Gdańsku,I_1 Wydział Cywilny. Sekcja ds.rozpoznawanych w postępowaniu uproszczonym
15101510,2527,Sąd Rejonowy Gdańsk-Północ w Gdańsku,V Wydział Gospodarczy
15101510,3063,Sąd Rejonowy Gdańsk-Północ w Gdańsku,VI Wydział Upadłościowy
15101510,5506,Sąd Rejonowy Gdańsk-Północ w Gdańsku,XI Wydział Karny
15101510,6503,Sąd Rejonowy Gdańsk-Północ w Gdańsku,XIII Cywilny
15101510,6603,Sąd Rejonowy Gdańsk-Północ w Gdańsku,XIII Wydział Cywilny. Sekcja ds. Egzekucyjnych
15101510,7003,Sąd Rejonowy Gdańsk-Północ w Gdańsku,XIV Wydział Cywilny
15101505,503,Sąd Rejonowy Gdańsk-Południe w Gdańsku,I Wydział Cywilny
15101505,1006,Sąd Rejonowy Gdańsk-Południe w Gdańsku,II Wydział Karny
15101505,2012,Sąd Rejonowy Gdańsk-Południe w Gdańsku,IV Wydział Rodzinny
15101505,4503,Sąd Rejonowy Gdańsk-Południe w Gdańsku,IX Wydział Cywilny
15101505,2512,Sąd Rejonowy Gdańsk-Południe w Gdańsku,V Wydział Rodzinny
15101505,3021,Sąd Rejonowy Gdańsk-Południe w Gdańsku,VI Wydział Pracy
15101505,4006,Sąd Rejonowy Gdańsk-Południe w Gdańsku,VIII Wydział Karny
15101505,5006,Sąd Rejonowy Gdańsk-Południe w Gdańsku,X Wydział Karny
15101505,6003,Sąd Rejonowy Gdańsk-Południe w Gdańsku,XII Wydział Cywilny
15101515,503,Sąd Rejonowy w Gdyni,I Wydział Cywilny
15101515,1006,Sąd Rejonowy w Gdyni,II Wydział Karny
15101515,1512,Sąd Rejonowy w Gdyni,III Wydział Rodzinny i Nieletnich
15101515,2015,Sąd Rejonowy w Gdyni,IV Wydział Pracy
15101515,4506,Sąd Rejonowy w Gdyni,IX Wydział Karny
15101515,3027,Sąd Rejonowy w Gdyni,VI Wydział Gospodarczy
15101515,3503,Sąd Rejonowy w Gdyni,VII Wydział Cywilny
15101525,503,Sąd Rejonowy w Kwidzynie,I Wydział Cywilny
15101525,1006,Sąd Rejonowy w Kwidzynie,II Wydział Karny
15101525,1512,Sąd Rejonowy w Kwidzynie,III Wydział Rodzinny i Nieletnich
15101520,503,Sąd Rejonowy w Kartuzach,I Wydział Cywilny
15101520,1006,Sąd Rejonowy w Kartuzach,II Wydział Karny
15101520,1512,Sąd Rejonowy w Kartuzach,III Wydział Rodzinny
15101520,2015,Sąd Rejonowy w Kartuzach,IV Wydział Pracy
15101535,503,Sąd Rejonowy w Sopocie,I Wydział Cywilny
15101535,1006,Sąd Rejonowy w Sopocie,II Wydział Karny
15101535,1512,Sąd Rejonowy w Sopocie,III Wydział Rodzinny i Nieletnich
15101530,503,Sąd Rejonowy w Malborku,I Wydział Cywilny
15101530,1006,Sąd Rejonowy w Malborku,II Wydział Karny
15101530,1512,Sąd Rejonowy w Malborku,III Wydział Rodzinny i Nieletnich
15101530,2015,Sąd Rejonowy w Malborku,IV Wydział Pracy
15103000,503,Sąd Okręgowy we Włocławku,I Wydział Cywilny
15103000,1006,Sąd Okręgowy we Włocławku,II Wydział Karny
15103000,1539,Sąd Okręgowy we Włocławku,III Wydział Penitencjarny
15103000,2021,Sąd Okręgowy we Włocławku,IV Wydział Pracy i Ubezpieczeń Społecznych
15103000,2509,Sąd Okręgowy we Włocławku,V Wydział Cywilny Rodzinny
15103015,503,Sąd Rejonowy we Włocławku,I Wydział Cywilny
15103015,1006,Sąd Rejonowy we Włocławku,II Wydział Karny
15103015,1512,Sąd Rejonowy we Włocławku,III Wydział Rodzinny i Nieletnich
15103015,2021,Sąd Rejonowy we Włocławku,IV Wydział Pracy i Ubezpieczeń Społecznych
15103015,2527,Sąd Rejonowy we Włocławku,V Wydział Gospodarczy
15103010,503,Sąd Rejonowy w Lipnie,I Wydział Cywilny
15103010,1006,Sąd Rejonowy w Lipnie,II Wydział Karny
15103010,1512,Sąd Rejonowy w Lipnie,III Wydział Rodzinny i Nieletnich
15103010,3020003,Sąd Rejonowy w Lipnie,VI Zamiejscowy Wydział Cywilny z siedzibą w Rypinie
15103010,3520006,Sąd Rejonowy w Lipnie,VII Zamiejscowy Wydział Karny z siedzibą w Rypinie
15103010,4020012,Sąd Rejonowy w Lipnie,VIII Zamiejscowy Wydział Rodzinny i Nieletnich z siedzibą w Rypinie
15103020,503,Sąd Rejonowy w Radziejowie,I Wydział Cywilny
15103020,1006,Sąd Rejonowy w Radziejowie,II Wydział Karny
15103020,1512,Sąd Rejonowy w Radziejowie,III Wydział Rodzinny i Nieletnich
15103025,503,Sąd Rejonowy w Rypinie,I Wydział Cywilny
15103025,1006,Sąd Rejonowy w Rypinie,II Wydział Karny
15103025,1512,Sąd Rejonowy w Rypinie,III Wydział Rodzinny i Nieletnich
15103005,503,Sąd Rejonowy w Aleksandrowie Kujawskim,I Wydział Cywilny
15103005,1006,Sąd Rejonowy w Aleksandrowie Kujawskim,II Wydział Karny
15103005,1512,Sąd Rejonowy w Aleksandrowie Kujawskim,III Wydział Rodzinny i Nieletnich
15103005,2520003,Sąd Rejonowy w Aleksandrowie Kujawskim,V Zamiejscowy Wydział Cywilny
15103005,3020006,Sąd Rejonowy w Aleksandrowie Kujawskim,VI Zamiejscowy Wydział Karny
15103005,3520012,Sąd Rejonowy w Aleksandrowie Kujawskim,VII Zamiejscowy Wydział Rodzinny i Nieletnich
15150000,503,Sąd Apelacyjny w Katowicach,I Wydział Cywilny
15150000,1006,Sąd Apelacyjny w Katowicach,II Wydział Karny
15150000,1521,Sąd Apelacyjny w Katowicach,III Wydział Pracy i Ubezpieczeń Społecznych
15150000,2503,Sąd Apelacyjny w Katowicach,V Wydział Cywilny
15150500,503,Sąd Okręgowy w Bielsku-Białej,I Wydział Cywilny
15150500,1003,Sąd Okręgowy w Bielsku-Białej,II Wydział Cywilny Odwoławczy
15150500,1506,Sąd Okręgowy w Bielsku-Białej,III Wydział Karny
15150500,2039,Sąd Okręgowy w Bielsku-Białej,IV Wydział Penitencjarny
15150500,2527,Sąd Okręgowy w Bielsku-Białej,V Wydział Gospodarczy
15150500,3021,Sąd Okręgowy w Bielsku-Białej,VI Wydział Pracy i Ubezpieczeń Społecznych
15150500,3121,Sąd Okręgowy w Bielsku-Białej,VI Wydział Pracy i Ubezpieczeń Społecznych II instancja
15150500,3506,Sąd Okręgowy w Bielsku-Białej,VII Wydział Karny Odwoławczy
15150510,503,Sąd Rejonowy w Cieszynie,I Wydział Cywilny
15150510,1006,Sąd Rejonowy w Cieszynie,II Wydział Karny
15150510,1512,Sąd Rejonowy w Cieszynie,III Wydział Rodzinny i Nieletnich
15150510,2015,Sąd Rejonowy w Cieszynie,IV Wydział Pracy
15150505,503,Sąd Rejonowy w Bielsku-Białej,I Wydział Cywilny
15150505,1003,Sąd Rejonowy w Bielsku-Białej,II Wydział Cywilny
15150505,1506,Sąd Rejonowy w Bielsku-Białej,III Wydział Karny
15150505,2012,Sąd Rejonowy w Bielsku-Białej,IV Wydział Rodzinny i Nieletnich
15150505,4506,Sąd Rejonowy w Bielsku-Białej,IX Wydział Karny
15150505,2521,Sąd Rejonowy w Bielsku-Białej,V Wydział Pracy i Ubezpieczeń Społecznych
15150505,3027,Sąd Rejonowy w Bielsku-Białej,VI Wydział Gospodarczy
15150505,5003,Sąd Rejonowy w Bielsku-Białej,X Wydział Cywilny
15150515,503,Sąd Rejonowy w Żywcu,I Wydział Cywilny
15150515,1006,Sąd Rejonowy w Żywcu,II Wydział Karny
15150515,1512,Sąd Rejonowy w Żywcu,III Wydział Rodzinny i Nieletnich
15150515,2015,Sąd Rejonowy w Żywcu,IV Wydział Pracy
15152000,403,Sąd Okręgowy w Katowicach,I Wydział Cywilny
15152000,803,Sąd Okręgowy w Katowicach,II Wydział Cywilny
15152000,1203,Sąd Okręgowy w Katowicach,III Wydział Cywilny Odwoławczy
15152000,1603,Sąd Okręgowy w Katowicach,IV Wydział Cywilny Odwoławczy
15152000,3615,Sąd Okręgowy w Katowicach,IX Wydział Pracy
15152000,2006,Sąd Okręgowy w Katowicach,V Wydział Karny
15152000,2406,Sąd Okręgowy w Katowicach,VI Wydział Karny Odwoławczy
15152000,2806,Sąd Okręgowy w Katowicach,VII Wydział Karny Odwoławczy
15152000,3239,Sąd Okręgowy w Katowicach,VIII Wydział Penitencjarny
15152000,4018,Sąd Okręgowy w Katowicach,X Wydział Pracy i Ubezpieczeń Społecznych
15152000,4418,Sąd Okręgowy w Katowicach,XI Wydział Pracy i Ubezpieczeń Społecznych
15152000,5227,Sąd Okręgowy w Katowicach,XIII Wydział Gospodarczy
15152000,5627,Sąd Okręgowy w Katowicach,XIV Wydział Gospodarczy
15152000,7627,Sąd Okręgowy w Katowicach,XIX Wydział Gospodarczy Odwoławczy
15152000,6057,Sąd Okręgowy w Katowicach,XV Wydział Wizytacyjny
15152000,6406,Sąd Okręgowy w Katowicach,XVI Wydział Karny
15152000,6809,Sąd Okręgowy w Katowicach,XVII Wydział Cywilny Rodzinny
15152000,7209,Sąd Okręgowy w Katowicach,XVIII Wydział Cywilny Rodzinny
15152000,8406,Sąd Okręgowy w Katowicach,XXI Wydział Karny
15152000,8854,Sąd Okręgowy w Katowicach,XXII Wydział Wykonawczy
15152000,9206,Sąd Okręgowy w Katowicach,XXIII Wydział Karny Odwoławczy
15152000,9627,Sąd Okręgowy w Katowicach,XXIV Wydział Własności Intelektualnej
15152065,503,Sąd Rejonowy w Tychach,I Wydział Cywilny
15152065,1006,Sąd Rejonowy w Tychach,II Wydział Karny
15152065,1512,Sąd Rejonowy w Tychach,III Wydział Rodzinny i Nieletnich
15152065,2021,Sąd Rejonowy w Tychach,IV Wydział Pracy i Ubezpieczeń Społecznych
15152065,4503,Sąd Rejonowy w Tychach,IX Wydział Cywilny
15152065,3027,Sąd Rejonowy w Tychach,VI Wydział Gospodarczy
15152065,3506,Sąd Rejonowy w Tychach,VII Wydział Karny
15152035,503,Sąd Rejonowy Katowice-Zachód w Katowicach,I Wydział Cywilny
15152035,1003,Sąd Rejonowy Katowice-Zachód w Katowicach,II Wydział Cywilny
15152035,1506,Sąd Rejonowy Katowice-Zachód w Katowicach,III Wydział Karny
15152035,2012,Sąd Rejonowy Katowice-Zachód w Katowicach,IV Wydział Rodzinny i Nieletnich
15152035,2512,Sąd Rejonowy Katowice-Zachód w Katowicach,V Wydział Rodzinny i Nieletnich
15152035,3521,Sąd Rejonowy Katowice-Zachód w Katowicach,VII Wydział Pracy i Ubezpieczeń Społecznych
15152035,4006,Sąd Rejonowy Katowice-Zachód w Katowicach,VIII Wydział Karny
15152045,503,Sąd Rejonowy w Mysłowicach,I Wydział Cywilny
15152045,1006,Sąd Rejonowy w Mysłowicach,II Wydział Karny
15152045,1512,Sąd Rejonowy w Mysłowicach,III Wydział Rodzinny i Nieletnich
15152045,2015,Sąd Rejonowy w Mysłowicach,IV Wydział Pracy
15152040,503,Sąd Rejonowy w Mikołowie,I Wydział Cywilny
15152040,1006,Sąd Rejonowy w Mikołowie,II Wydział Karny
15152040,1106,Sąd Rejonowy w Mikołowie,II Wydział Karny. Sekcja ds. Wykroczeń
15152040,1512,Sąd Rejonowy w Mikołowie,III Wydział Rodzinny i Nieletnich
15152040,2015,Sąd Rejonowy w Mikołowie,IV Wydział Pracy
15152055,503,Sąd Rejonowy w Siemianowicach Śląskich,I Wydział Cywilny
15152055,1006,Sąd Rejonowy w Siemianowicach Śląskich,II Wydział Karny
15152055,1512,Sąd Rejonowy w Siemianowicach Śląskich,III Wydział Rodzinny i Nieletnich
15152050,503,Sąd Rejonowy w Pszczynie,I Wydział Cywilny
15152050,1006,Sąd Rejonowy w Pszczynie,II Wydział Karny
15152050,1512,Sąd Rejonowy w Pszczynie,III Wydział Rodzinny i Nieletnich
15152050,2015,Sąd Rejonowy w Pszczynie,IV Wydział Pracy
15152060,503,Sąd Rejonowy w Sosnowcu,I Wydział Cywilny
15152060,603,Sąd Rejonowy w Sosnowcu,I Wydział Cywilny. Sekcja ds. uproszczonych
15152060,1003,Sąd Rejonowy w Sosnowcu,II Wydział Cywilny
15152060,1506,Sąd Rejonowy w Sosnowcu,III Wydział Karny
15152060,2012,Sąd Rejonowy w Sosnowcu,IV Wydział Rodzinny i Nieletnich
15152060,4506,Sąd Rejonowy w Sosnowcu,IX Wydział Karny
15152060,2521,Sąd Rejonowy w Sosnowcu,V Wydział Pracy i Ubezpieczeń Społecznych
15152060,3506,Sąd Rejonowy w Sosnowcu,VII Wydział Karny
15152060,5506,Sąd Rejonowy w Sosnowcu,XI Wydział Karny
15152005,503,Sąd Rejonowy w Będzinie,I Wydział Cywilny
15152005,1006,Sąd Rejonowy w Będzinie,II Wydział Karny
15152005,1512,Sąd Rejonowy w Będzinie,III Wydział Rodzinny
15152005,2015,Sąd Rejonowy w Będzinie,IV Wydział Pracy
15152005,3506,Sąd Rejonowy w Będzinie,VII Wydział Karny
15152015,503,Sąd Rejonowy w Chorzowie,I Wydział Cywilny
15152015,1006,Sąd Rejonowy w Chorzowie,II Wydział Karny
15152015,1512,Sąd Rejonowy w Chorzowie,III Wydział Rodzinny i Nieletnich
15152015,2521,Sąd Rejonowy w Chorzowie,V Wydział Pracy i Ubezpieczeń Społecznych
15152015,3506,Sąd Rejonowy w Chorzowie,VII Wydział Karny
15152015,4003,Sąd Rejonowy w Chorzowie,VIII Wydział Cywilny
15152010,503,Sąd Rejonowy w Bytomiu,I Wydział Cywilny
15152010,1006,Sąd Rejonowy w Bytomiu,II Wydział Karny
15152010,1512,Sąd Rejonowy w Bytomiu,III Wydział Rodzinny i Nieletnich
15152010,4512,Sąd Rejonowy w Bytomiu,IX Wydział Rodzinny i Nieletnich
15152010,2515,Sąd Rejonowy w Bytomiu,V Wydział Pracy
15152010,3027,Sąd Rejonowy w Bytomiu,VI Wydział Gospodarczy
15152010,4006,Sąd Rejonowy w Bytomiu,VIII Wydział Karny
15152020,503,Sąd Rejonowy w Dąbrowie Górniczej,I Wydział Cywilny
15152020,1006,Sąd Rejonowy w Dąbrowie Górniczej,II Wydział Karny
15152020,1512,Sąd Rejonowy w Dąbrowie Górniczej,III Wydział Rodzinny
15152020,2015,Sąd Rejonowy w Dąbrowie Górniczej,IV Wydział Pracy
15152020,2527,Sąd Rejonowy w Dąbrowie Górniczej,V Wydział Gospodarczy
15152020,3506,Sąd Rejonowy w Dąbrowie Górniczej,VII Wydział Karny
15152030,503,Sąd Rejonowy Katowice-Wschód w Katowicach,I Wydział Cywilny
15152030,1003,Sąd Rejonowy Katowice-Wschód w Katowicach,II Wydział Cywilny
15152030,1506,Sąd Rejonowy Katowice-Wschód w Katowicach,III Wydział Karny
15152030,2006,Sąd Rejonowy Katowice-Wschód w Katowicach,IV Wydział Karny
15152030,4533,Sąd Rejonowy Katowice-Wschód w Katowicach,IX Wydział Gospodarczy Rejestru Zastawów
15152030,2506,Sąd Rejonowy Katowice-Wschód w Katowicach,V Wydział Karny
15152030,3027,Sąd Rejonowy Katowice-Wschód w Katowicach,VI Wydział Gospodarczy
15152030,3527,Sąd Rejonowy Katowice-Wschód w Katowicach,VII Wydział Gospodarczy
15152030,4036,Sąd Rejonowy Katowice-Wschód w Katowicach,VIII Wydział Gospodarczy Krajowego Rejestru Sądowego
15152030,5027,Sąd Rejonowy Katowice-Wschód w Katowicach,X Wydział Gospodarczy
15152030,5524,Sąd Rejonowy Katowice-Wschód w Katowicach,XI Wydział Ksiąg Wieczystych
15152030,6039,Sąd Rejonowy Katowice-Wschód w Katowicach,XII Wydział Wykonywania Orzeczeń
15152025,503,Sąd Rejonowy w Jaworznie,I Wydział Cywilny
15152025,1006,Sąd Rejonowy w Jaworznie,II Wydział Karny
15152025,1512,Sąd Rejonowy w Jaworznie,III Wydział Rodzinny i Nieletnich
15152025,2015,Sąd Rejonowy w Jaworznie,IV Wydział Pracy
15152025,2524,Sąd Rejonowy w Jaworznie,V Wydział Ksiąg Wieczystych
15151500,503,Sąd Okręgowy w Gliwicach,I Wydział Cywilny
15151500,511003,Sąd Okręgowy w Gliwicach,II Zamiejscowy Wydział Cywilny
15151500,1503,Sąd Okręgowy w Gliwicach,III Wydział Cywilny Odwoławczy
15151500,2006,Sąd Okręgowy w Gliwicach,IV Wydział Karny
15151500,1514521,Sąd Okręgowy w Gliwicach,IX Zamiejscowy Wydział Pracy i Ubezpieczeń Społecznych
15151500,1012506,Sąd Okręgowy w Gliwicach,V Zamiejscowy Wydział Karny
15151500,1012706,Sąd Okręgowy w Gliwicach,V Zamiejscowy Wydział Karny. Sekcja Odwoławcza
15151500,3006,Sąd Okręgowy w Gliwicach,VI Wydział Karny Odwoławczy
15151500,3539,Sąd Okręgowy w Gliwicach,VII Wydział Penitencjarny i Nadzowu nad Wykonywaniem Orzeczeń Karnych
15151500,4021,Sąd Okręgowy w Gliwicach,VIII Wydział Pracy i Ubezpieczeń Społecznych
15151500,5027,Sąd Okręgowy w Gliwicach,X Wydział Gospodarczy
15151500,5557,Sąd Okręgowy w Gliwicach,XI Wydział Wizytacyjny
15151500,6003,Sąd Okręgowy w Gliwicach,XII Wydział Cywilny
15151525,503,Sąd Rejonowy w Rybniku,I Wydział Cywilny
15151525,1003,Sąd Rejonowy w Rybniku,II Wydział Cywilny
15151525,1506,Sąd Rejonowy w Rybniku,III Wydział Karny
15151525,2012,Sąd Rejonowy w Rybniku,IV Wydział Rodzinny i Nieletnich
15151525,4506,Sąd Rejonowy w Rybniku,IX Wydział Karny
15151525,2521,Sąd Rejonowy w Rybniku,V Wydział Pracy i Ubezpieczeń Społecznych
15151525,3027,Sąd Rejonowy w Rybniku,VI Wydział Gospodarczy
15151525,3524,Sąd Rejonowy w Rybniku,VII Wydział Ksiąg Wieczystych
15151520,503,Sąd Rejonowy w Rudzie Śląskiej,I Wydział Cywilny
15151520,1006,Sąd Rejonowy w Rudzie Śląskiej,II Wydział Karny
15151520,1512,Sąd Rejonowy w Rudzie Śląskiej,III Wydział Rodzinny
15151520,3006,Sąd Rejonowy w Rudzie Śląskiej,VI Wydział Karny
15151535,503,Sąd Rejonowy w Wodzisławiu Śląśkim,I Wydział Cywilny
15151535,1006,Sąd Rejonowy w Wodzisławiu Śląśkim,II Wydział Karny
15151535,1512,Sąd Rejonowy w Wodzisławiu Śląśkim,III Wydział Rodzinny
15151535,3006,Sąd Rejonowy w Wodzisławiu Śląśkim,VI Wydział Karny
15151530,503,Sąd Rejonowy w Tarnowskich Górach,I Wydział Cywilny
15151530,1006,Sąd Rejonowy w Tarnowskich Górach,II Wydział Karny
15151530,1512,Sąd Rejonowy w Tarnowskich Górach,III Wydział Rodzinny i Nieletnich
15151530,2015,Sąd Rejonowy w Tarnowskich Górach,IV Wydział Pracy
15151530,3020006,Sąd Rejonowy w Tarnowskich Górach,VI Zamiejscowy Wydział Karny
15151540,503,Sąd Rejonowy w Zabrzu,I Wydział Cywilny
15151540,1006,Sąd Rejonowy w Zabrzu,II Wydział Karny
15151540,1512,Sąd Rejonowy w Zabrzu,III Wydział Rodzinny
15151540,2015,Sąd Rejonowy w Zabrzu,IV Wydział Pracy
15151540,3506,Sąd Rejonowy w Zabrzu,VII Wydział Karny
15151540,4003,Sąd Rejonowy w Zabrzu,VIII Wydział Cywilny
15151545,503,Sąd Rejonowy w Żorach,I Wydział Cywilny
15151545,1006,Sąd Rejonowy w Żorach,II Wydział Karny
15151545,1512,Sąd Rejonowy w Żorach,III Wydział Rodzinny i Nieletnich
15151510,503,Sąd Rejonowy w Jastrzębiu-Zdroju,I Wydział Cywilny
15151510,1006,Sąd Rejonowy w Jastrzębiu-Zdroju,II Wydział Karny
15151510,1512,Sąd Rejonowy w Jastrzębiu-Zdroju,III Wydział Rodzinny i Nieletnich
15151510,2015,Sąd Rejonowy w Jastrzębiu-Zdroju,IV Wydział Pracy
15151505,503,Sąd Rejonowy w Gliwicach,I Wydział Cywilny
15151505,1003,Sąd Rejonowy w Gliwicach,II Wydział Cywilny
15151505,1506,Sąd Rejonowy w Gliwicach,III Wydział Karny
15151505,2012,Sąd Rejonowy w Gliwicach,IV Wydział Rodzinny i Nieletnich
15151505,4506,Sąd Rejonowy w Gliwicach,IX Wydział Karny
15151505,2512,Sąd Rejonowy w Gliwicach,V Wydział Rodzinny i Nieletnich
15151505,3021,Sąd Rejonowy w Gliwicach,VI Wydział Pracy i Ubezpieczeń Społecznych
15151505,3527,Sąd Rejonowy w Gliwicach,VII Wydział Gospodarczy
15151505,6063,Sąd Rejonowy w Gliwicach,XII Wydział Gospodarczy
15151515,503,Sąd Rejonowy w Raciborzu,I Wydział Cywilny
15151515,1006,Sąd Rejonowy w Raciborzu,II Wydział Karny
15151515,1512,Sąd Rejonowy w Raciborzu,III Wydział Rodzinny
15151000,503,Sąd Okręgowy w Częstochowie,I Wydział Cywilny
15151000,603,Sąd Okręgowy w Częstochowie,I Wydział Cywilny. Sekcja do Rozpoznawania Spraw o Rozwód i Separację
15151000,1006,Sąd Okręgowy w Częstochowie,II Wydział Karny
15151000,1539,Sąd Okręgowy w Częstochowie,III Wydział Penitencjarny
15151000,2021,Sąd Okręgowy w Częstochowie,IV Wydział Pracy i Ubezpieczeń Społecznych
15151000,2527,Sąd Okręgowy w Częstochowie,V Wydział Gospodarczy
15151000,3003,Sąd Okręgowy w Częstochowie,VI Wydział Cywilny Odwoławczy
15151000,3506,Sąd Okręgowy w Częstochowie,VII Wydział Karny Odwoławczy
15151015,503,Sąd Rejonowy w Myszkowie,I Wydział Cywilny
15151015,1006,Sąd Rejonowy w Myszkowie,II Wydział Karny
15151015,1512,Sąd Rejonowy w Myszkowie,III Wydział Rodzinny i Nieletnich
15151015,2015,Sąd Rejonowy w Myszkowie,IV Wydział Sądu Pracy
15151010,503,Sąd Rejonowy w Lublińcu,I Wydział Cywilny
15151010,1006,Sąd Rejonowy w Lublińcu,II Wydział Karny
15151010,1512,Sąd Rejonowy w Lublińcu,III Wydział Rodzinny i Nieletnich
15151020,503,Sąd Rejonowy w Zawierciu,I Wydział Cywilny
15151020,1006,Sąd Rejonowy w Zawierciu,II Wydział Karny
15151020,1512,Sąd Rejonowy w Zawierciu,III Wydział Rodzinny i Nieletnich
15151020,2015,Sąd Rejonowy w Zawierciu,IV Wydział Pracy
15151020,2524,Sąd Rejonowy w Zawierciu,V Wydział Ksiąg Wieczytych
15151020,3006,Sąd Rejonowy w Zawierciu,VI Wydział Karny
15151020,3554,Sąd Rejonowy w Zawierciu,VII Wydział Wykonywania Orzeczeń
15151005,503,Sąd Rejonowy w Częstochowie,I Wydział Cywilny
15151005,1003,Sąd Rejonowy w Częstochowie,II Wydział Cywilny
15151005,1506,Sąd Rejonowy w Częstochowie,III Wydział Karny
15151005,2006,Sąd Rejonowy w Częstochowie,IV Wydział Karny
15151005,2512,Sąd Rejonowy w Częstochowie,V Wydział Rodzinny i Nieletnich
15151005,3012,Sąd Rejonowy w Częstochowie,VI Wydział Rodzinny i Nieletnich
15151005,3521,Sąd Rejonowy w Częstochowie,VII Wydział Pracy i Ubezpieczeń Społecznych
15151005,4027,Sąd Rejonowy w Częstochowie,VIII Wydział Gospodarczy
15151005,5506,Sąd Rejonowy w Częstochowie,XI Wydział Karny
15151005,6003,Sąd Rejonowy w Częstochowie,XII Wydział Cywilny
15151005,7503,Sąd Rejonowy w Częstochowie,XV Wydział Cywilny Wykonawczy
15151005,8006,Sąd Rejonowy w Częstochowie,XVI Wydział Karny
15153000,503,Sąd Okręgowy w Sosnowcu,I Wydział Cywilny
15153000,1003,Sąd Okręgowy w Sosnowcu,II Wydział Cywilny Odwoławczy
15153000,1503,Sąd Okręgowy w Sosnowcu,III Wydział Cywilny Rodzinny
15153000,2006,Sąd Okręgowy w Sosnowcu,IV Wydział Karny
15153000,2506,Sąd Okręgowy w Sosnowcu,V Wydział Karny Odwoławczy
15153000,3039,Sąd Okręgowy w Sosnowcu,VI Wydział Penitencjarny i Nadzoru nad Wykonywaniem Orzeczeń Karnych
15153000,3521,Sąd Okręgowy w Sosnowcu,VII Wydział Pracy i Ubezpieczeń Społecznych
15153010,503,Sąd Rejonowy w Czeladzi,I Wydział Cywilny
15153010,1006,Sąd Rejonowy w Czeladzi,II Wydział Karny
15153010,1512,Sąd Rejonowy w Czeladzi,III Wydział Rodzinny i Nieletnich
15152500,503,Sąd Okręgowy w Rybniku,I Wydział Cywilny
15152500,1003,Sąd Okręgowy w Rybniku,II Wydział Cywilny Odwoławczy
15152500,1506,Sąd Okręgowy w Rybniku,III Wydział Karny
15152500,2021,Sąd Okręgowy w Rybniku,IV Wydział Pracy i Ubezpieczeń Społecznych
15152500,2539,Sąd Okręgowy w Rybniku,V Wydział Penitencjarny i Nadzoru nad Wykonywaniem Orzeczeń Karnych
15152500,3006,Sąd Okręgowy w Rybniku,VI Wydział Karny Odwoławczy
15200000,503,Sąd Apelacyjny w Krakowie,I Wydział Cywilny
15200000,1006,Sąd Apelacyjny w Krakowie,II Wydział Karny
